11849 11849
7061 5454 64
5454 11293 64
11293 10605 64
10605 6147 59
6147 2730 88
2730 1392 96
1392 5754 32
5754 1957 64
1957 7062 32
7062 10391 96
10391 1681 128
1681 327 253
327 2353 64
2353 7539 64
7539 10640 48
10640 11388 80
11388 6100 32
6100 2620 32
2620 9010 80
9010 11562 48
11562 6354 128
6354 1716 64
1716 773 64
773 9347 64
9347 3667 128
3667 9746 96
9746 4012 64
4012 10941 64
10941 11687 32
11687 7881 32
7881 9470 32
9470 4235 32
4235 10633 32
10633 5048 32
5048 7677 32
7677 2326 64
2326 5781 32
5781 10808 64
10808 9301 96
9301 8001 64
8001 3218 64
3218 1918 64
1918 7951 32
7951 5900 32
5900 8502 32
8502 9826 32
9826 683 32
683 11122 64
11122 7033 128
7033 159 96
159 11458 110
11458 2360 96
2360 9142 32
9142 6748 32
6748 2708 32
2708 8938 110
8938 5233 64
5233 6279 468
6279 7816 32
7816 11725 32
11725 3950 64
3950 4750 64
4750 2627 32
2627 890 32
890 1660 64
1660 9723 32
9723 5507 64
5507 11174 32
11174 9919 32
9919 574 64
574 6730 64
6730 3645 64
3645 5066 64
5066 7263 32
7263 6823 64
6823 9019 32
9019 2345 32
2345 2020 64
2020 9360 32
9360 9188 32
9188 10769 32
10769 4848 64
4848 4906 32
4906 10373 64
10373 11313 64
11313 10866 64
10866 2750 64
2750 3440 32
3440 11378 64
11378 7044 109
7044 2698 68
2698 3633 32
3633 8754 64
8754 10738 32
10738 9915 32
9915 5800 32
5800 6522 128
6522 5039 32
5039 10346 64
10346 11152 32
11152 11776 32
11776 11586 32
11586 9228 96
9228 8734 32
8734 8479 64
8479 7108 32
7108 769 96
769 8933 128
8933 500 68
500 11260 203
11260 6708 32
6708 8705 128
8705 9194 32
9194 1854 32
1854 11697 64
11697 352 64
352 1275 64
1275 2577 32
2577 10535 32
10535 9852 32
9852 8140 32
8140 7523 32
7523 4071 32
4071 6198 64
6198 5982 32
5982 1745 32
1745 2413 32
2413 8062 32
8062 5260 111
5260 1018 147
1018 10282 32
10282 11509 32
11509 132 32
132 10201 32
10201 9455 32
9455 1266 32
1266 6962 32
6962 1132 64
1132 11307 32
11307 2937 32
2937 248 32
248 9877 32
9877 11114 32
11114 3559 32
3559 9139 64
9139 10721 32
10721 8967 32
8967 733 68
733 10646 163
10646 11110 64
11110 5043 64
5043 1735 84
1735 527 68
527 4722 42
4722 11514 32
11514 1899 84
1899 2122 64
2122 10017 123
10017 1375 32
1375 676 32
676 4072 32
4072 4531 96
4531 1183 64
1183 267 70
267 7711 326
7711 8371 32
8371 7644 32
7644 7572 64
7572 3884 64
3884 7296 70
7296 10139 109
10139 3271 32
3271 4921 32
4921 1870 32
1870 4324 32
4324 10729 32
10729 10661 32
10661 5633 32
5633 996 32
996 3974 32
3974 10567 32
10567 1804 42
1804 5874 42
5874 6231 32
6231 2921 64
2921 2537 32
2537 4918 96
4918 7484 32
7484 4796 32
4796 8178 32
8178 557 64
557 7552 32
7552 2857 160
2857 9422 32
9422 5432 64
5432 10421 32
10421 9552 128
9552 4692 128
4692 7354 32
7354 11279 32
11279 4665 128
4665 6169 64
6169 9280 96
9280 4441 128
4441 2947 32
2947 6592 64
6592 9406 32
9406 8208 96
8208 9143 32
9143 5360 64
5360 865 32
865 10723 64
10723 1053 32
1053 4076 142
4076 9203 163
9203 3575 32
3575 7791 200
7791 2290 32
2290 8605 96
8605 5000 64
5000 2879 32
2879 2691 127
2691 4718 88
4718 8545 64
8545 9042 32
9042 8480 96
8480 2053 32
2053 899 32
899 3898 96
3898 4927 88
4927 5229 1967
5229 156 64
156 4902 64
4902 9124 32
9124 1627 32
1627 10480 32
10480 8096 112
8096 5174 80
5174 2263 48
2263 9201 80
9201 10789 64
10789 2737 64
2737 477 92
477 6729 81
6729 8797 39
8797 1164 154
1164 8045 122
8045 5311 107
5311 294 64
294 5663 64
5663 558 80
558 10909 48
10909 1331 80
1331 8644 112
8644 4533 32
4533 480 32
480 9732 32
9732 9903 64
9903 10207 96
10207 7171 128
7171 1481 116
1481 7646 60
7646 8822 80
8822 10313 136
10313 9321 64
9321 7407 64
7407 5652 96
5652 1869 32
1869 4680 44
4680 2297 112
2297 363 32
363 9246 64
9246 2924 96
2924 8980 192
8980 9202 110
9202 8163 110
8163 4167 110
4167 9885 96
9885 6915 64
6915 9241 110
9241 4332 96
4332 8709 64
8709 9555 64
9555 8270 96
8270 3407 110
3407 3964 96
3964 8784 160
8784 6133 110
6133 8944 110
8944 6826 110
6826 10988 160
10988 15 111
15 9656 76
9656 695 96
695 4103 112
4103 8142 80
8142 2330 32
2330 1010 48
1010 786 110
786 8470 80
8470 1064 110
1064 5630 59
5630 8193 25
8193 10176 111
10176 9440 96
9440 2574 110
2574 1354 96
1354 1473 160
1473 7334 91
7334 5615 44
5615 3740 96
3740 2041 32
2041 2152 32
2152 3572 64
3572 11464 32
11464 10360 64
10360 4471 32
4471 4282 32
4282 10086 32
10086 9276 32
9276 2589 64
2589 3503 68
3503 936 99
936 7029 27
7029 8535 32
8535 11694 123
11694 5703 68
5703 9662 64
9662 1040 32
1040 1297 32
1297 5997 32
5997 2786 76
2786 8798 54
8798 10241 171
10241 11386 32
11386 7536 48
7536 3354 48
3354 4877 64
4877 2645 96
2645 5351 80
5351 9305 48
9305 6245 111
6245 11681 110
11681 9200 146
9200 5113 96
5113 5449 48
5449 2602 64
2602 11587 110
11587 8893 160
8893 6753 127
6753 6634 64
6634 4291 48
4291 9377 64
9377 5106 96
5106 10760 80
10760 7653 48
7653 11465 64
11465 8747 80
8747 11259 75
11259 6992 90
6992 7984 269
7984 6041 32
6041 528 32
528 10777 70
10777 8426 57
8426 10399 28
10399 10434 73
10434 8077 68
8077 7396 32
7396 11494 64
11494 944 32
944 4525 32
4525 6754 64
6754 6627 32
6627 7674 142
7674 9525 128
9525 11149 111
11149 3192 76
3192 8963 64
8963 9500 84
9500 10223 97
10223 6703 110
6703 11553 80
11553 10119 64
10119 1212 110
1212 11429 142
11429 7659 128
7659 8138 32
8138 3983 96
3983 10011 64
10011 10492 64
10492 2913 32
2913 4433 68
4433 9987 32
9987 7873 81
7873 1630 87
1630 6675 9
6675 2891 59
2891 5638 80
5638 7583 73
7583 3398 73
3398 5815 48
5815 5420 32
5420 429 64
429 5401 139
5401 5406 32
5406 11818 48
11818 10226 48
10226 5165 107
5165 5185 25
5185 10070 28
10070 9994 48
9994 351 48
351 11012 32
11012 5741 32
5741 8567 211
8567 2324 70
2324 6756 64
6756 7656 107
7656 6731 111
6731 8585 32
8585 5901 27
5901 7838 66
7838 471 68
471 4389 64
4389 5876 32
5876 2067 111
2067 5245 32
5245 11153 32
11153 11108 32
11108 5944 32
5944 3745 64
3745 4867 96
4867 2715 36
2715 10325 49
10325 4454 108
4454 2713 17
2713 1458 251
1458 1387 54
1387 3684 32
3684 450 144
450 7497 144
7497 2292 32
2292 277 32
277 97 110
97 11101 64
11101 1476 110
1476 1602 64
1602 3487 192
3487 734 110
734 8446 146
8446 2235 96
2235 825 128
825 6951 128
6951 112 144
112 5696 181
5696 7107 110
7107 8619 288
8619 8098 64
8098 6417 110
6417 7309 64
7309 982 110
982 2108 32
2108 4078 32
4078 3477 80
3477 4569 91
4569 10089 32
10089 1977 64
1977 5391 68
5391 510 32
510 8419 32
8419 8622 32
8622 6561 32
6561 10256 42
10256 9871 269
9871 8497 32
8497 2969 32
2969 6180 64
6180 9857 64
9857 9772 104
9772 2129 136
2129 9612 157
9612 970 110
970 3871 110
3871 1023 256
1023 1449 32
1449 7657 32
7657 1235 32
1235 10907 32
10907 7140 64
7140 6181 96
6181 11625 80
11625 3079 48
3079 4225 48
4225 597 80
597 4599 64
4599 6121 48
6121 10059 64
10059 1359 48
1359 7528 48
7528 5077 64
5077 6709 96
6709 6111 80
6111 8629 48
8629 10638 80
10638 8106 64
8106 1992 128
1992 5382 48
5382 9947 115
9947 10032 68
10032 6569 32
6569 10747 64
10747 10599 32
10599 11811 32
11811 7692 32
7692 9259 128
9259 7380 32
7380 11470 64
11470 6870 32
6870 2644 32
2644 10433 32
10433 3692 96
3692 6579 32
6579 915 123
915 11031 54
11031 3672 113
3672 4834 165
4834 5395 32
5395 11403 64
11403 7882 32
7882 11056 191
11056 10381 57
10381 5607 60
5607 862 59
862 6784 57
6784 10190 64
10190 7233 65
7233 1513 64
1513 8635 96
8635 1111 80
1111 9587 48
9587 11121 80
11121 5139 64
5139 1439 128
1439 4115 96
4115 3675 64
3675 10243 64
10243 7439 32
7439 5530 32
5530 8261 32
8261 1517 32
1517 5319 32
5319 9936 32
9936 9232 32
9232 3466 64
3466 7932 32
7932 10127 80
10127 475 80
475 5350 64
5350 11592 64
11592 6434 48
6434 9817 48
9817 1281 32
1281 1692 32
1692 5920 32
5920 3058 32
3058 7506 32
7506 5324 32
5324 8291 64
8291 9691 64
9691 4398 48
4398 1043 48
1043 10258 64
10258 9307 64
9307 3470 32
3470 163 32
163 1609 64
1609 5458 64
5458 9965 32
9965 1903 54
1903 9620 203
9620 11481 88
11481 7143 32
7143 7607 32
7607 2225 64
2225 5828 32
5828 2974 64
2974 5024 32
5024 5392 32
5392 45 64
45 8829 64
8829 9897 32
9897 4715 32
4715 7894 64
7894 6598 32
6598 1797 64
1797 6512 32
6512 11444 32
11444 2270 64
2270 5269 64
5269 8389 32
8389 59 64
59 1904 32
1904 5654 32
5654 4561 64
4561 950 32
950 8156 32
8156 10713 64
10713 1158 64
1158 5418 32
5418 815 64
815 373 32
373 1726 32
1726 3860 64
3860 2762 32
2762 10009 32
10009 6792 64
6792 5099 64
5099 9368 32
9368 2604 64
2604 5523 32
5523 7039 32
7039 3832 64
3832 3526 32
3526 8753 32
8753 4397 96
4397 5733 32
5733 5796 32
5796 7970 171
7970 10138 112
10138 6521 48
6521 5488 96
5488 5213 32
5213 7249 96
7249 3282 32
3282 4249 64
4249 7683 32
7683 11846 32
11846 10230 32
10230 2044 96
2044 2083 64
2083 5388 64
5388 9210 32
9210 5517 64
5517 4567 32
4567 2453 32
2453 7288 96
7288 9907 32
9907 6261 32
6261 3209 209
3209 594 64
594 7363 64
7363 8284 32
8284 8192 64
8192 5539 32
5539 11506 32
11506 837 64
837 5214 32
5214 1767 32
1767 5347 64
5347 4287 64
4287 35 32
35 2702 64
2702 258 32
258 2960 32
2960 2485 64
2485 2396 32
2396 1521 32
1521 9548 96
9548 4047 32
4047 9879 32
9879 4749 32
4749 7123 32
7123 6646 168
6646 7122 32
7122 6027 32
6027 2661 64
2661 4355 80
4355 2736 48
2736 7280 96
7280 5396 64
5396 4864 64
4864 1732 128
1732 10586 32
10586 792 32
792 8400 64
8400 503 64
503 2820 32
2820 495 32
495 8785 128
8785 6051 32
6051 5356 96
5356 6149 110
6149 9127 64
9127 4039 64
4039 1052 110
1052 7836 128
7836 7237 110
7237 10295 110
10295 8357 111
8357 1861 98
1861 10022 32
10022 195 57
195 10458 60
10458 9839 32
9839 120 64
120 8049 80
8049 9588 64
9588 8403 80
8403 10382 110
10382 11732 110
11732 7416 110
7416 10548 144
10548 6607 110
6607 5149 110
5149 6311 144
6311 4847 80
4847 3360 120
3360 551 48
551 3779 80
3779 11026 136
11026 6736 150
6736 11720 113
11720 8104 32
8104 7308 32
7308 9716 64
9716 6308 96
6308 8727 32
8727 4574 160
4574 5711 32
5711 5441 64
5441 7615 32
7615 5002 32
5002 5994 64
5994 1549 32
1549 5417 32
5417 11074 32
11074 3914 64
3914 9887 32
9887 489 64
489 4784 32
4784 914 190
914 3834 32
3834 7102 64
7102 443 64
443 4605 32
4605 2666 160
2666 334 110
334 9494 80
9494 1106 92
1106 6376 53
6376 6174 32
6174 8496 64
8496 640 32
640 8231 64
8231 3319 32
3319 8170 32
8170 3133 32
3133 5256 64
5256 7804 32
7804 10896 32
10896 582 64
582 9816 32
9816 3878 32
3878 728 96
728 7908 32
7908 2780 32
2780 6156 64
6156 6109 168
6109 5945 64
5945 975 110
975 2372 64
2372 3023 144
3023 723 110
723 4314 144
4314 3305 128
3305 1633 110
1633 1188 128
1188 2719 211
2719 6323 110
6323 11653 144
11653 11724 110
11724 9858 128
9858 8554 110
8554 20 160
20 8218 96
8218 10686 96
10686 2075 32
2075 7837 128
7837 11350 32
11350 2531 96
2531 1734 32
1734 6645 96
6645 5618 128
5618 6991 48
6991 3689 48
3689 7738 176
7738 11004 48
11004 9657 75
9657 3240 123
3240 4534 116
4534 3814 32
3814 9688 115
9688 2834 123
2834 4148 110
4148 4557 110
4557 10401 110
10401 11236 127
11236 187 64
187 2886 64
2886 6137 160
6137 4587 110
4587 1077 111
1077 10749 110
10749 1124 110
1124 8318 169
8318 8645 84
8645 6998 110
6998 2919 84
2919 4246 84
4246 8922 110
8922 11548 139
11548 281 73
281 5718 73
5718 3986 84
3986 10815 110
10815 11499 112
11499 11837 282
11837 1262 128
1262 10008 136
10008 5447 80
5447 3090 64
3090 3358 64
3358 9564 96
9564 11128 80
11128 1240 110
1240 6021 125
6021 5642 139
5642 7995 110
7995 11446 96
11446 2764 64
2764 3156 112
3156 4380 110
4380 5271 112
5271 5272 64
5272 316 110
316 3339 32
3339 5 32
5 10260 48
10260 7327 64
7327 724 48
724 9156 120
9156 550 112
550 11693 64
11693 9829 110
9829 2550 64
2550 262 112
262 1155 208
1155 7557 208
7557 7400 80
7400 7074 64
7074 2429 127
2429 7111 32
7111 9509 32
9509 9703 128
9703 1228 110
1228 7434 112
7434 8503 48
8503 5084 32
5084 7321 64
7321 916 32
916 9918 64
9918 9931 32
9931 10590 32
10590 1420 112
1420 11545 80
11545 7332 64
7332 7558 64
7558 7625 64
7625 901 32
901 3284 112
3284 458 48
458 2278 64
2278 7884 32
7884 10756 64
10756 10647 96
10647 3493 64
3493 5537 96
5537 9398 32
9398 2351 32
2351 1806 163
1806 2507 68
2507 4119 64
4119 637 32
637 232 32
232 8037 64
8037 10290 32
10290 7909 32
7909 7760 32
7760 1914 64
1914 3598 32
3598 4100 64
4100 2019 32
2019 2100 81
2100 8234 81
8234 8812 64
8812 3238 64
3238 11645 64
11645 236 64
236 1395 80
1395 9186 80
9186 4564 64
4564 6554 48
6554 3119 48
3119 6976 48
6976 10329 48
10329 3992 32
3992 10859 32
10859 3290 64
3290 5177 64
5177 5305 64
5305 1456 64
1456 1 64
1 9390 32
9390 8 48
8 226 110
226 10839 48
10839 4521 160
4521 1911 110
1911 1231 130
1231 6418 111
6418 5608 80
5608 10155 80
10155 5105 80
5105 8941 48
8941 11095 48
11095 927 54
927 4372 59
4372 11489 64
11489 5142 54
5142 7051 94
7051 6714 54
6714 312 32
312 923 64
923 8581 64
8581 10090 32
10090 10724 32
10724 10519 48
10519 10675 48
10675 233 64
233 4382 32
4382 11027 64
11027 3648 80
3648 929 80
929 4868 64
4868 4430 64
4430 9554 64
9554 4874 128
4874 4669 32
4669 8691 32
8691 2428 64
2428 4125 48
4125 6737 48
6737 9799 96
9799 581 64
581 4651 96
4651 9452 32
9452 11698 64
11698 599 80
599 4707 112
4707 8174 96
8174 7876 64
7876 2842 48
2842 10834 112
10834 11010 208
11010 1603 80
1603 3068 64
3068 6850 32
6850 7550 32
7550 1057 48
1057 4275 120
4275 8830 68
8830 5370 32
5370 11308 64
11308 876 64
876 7256 32
7256 2933 32
2933 215 96
215 10326 32
10326 4030 32
4030 1887 32
1887 10035 32
10035 9535 32
9535 8889 32
8889 8668 204
8668 1661 68
1661 1511 88
1511 8792 32
8792 1157 64
1157 9801 32
9801 838 32
838 1307 32
1307 11750 32
11750 7767 32
7767 9717 32
9717 7730 32
7730 1846 32
1846 11206 64
11206 2728 32
2728 5371 32
5371 6474 32
6474 3741 32
3741 5833 32
5833 2827 32
2827 10067 64
10067 8046 256
8046 6162 32
6162 464 32
464 2971 96
2971 6507 64
6507 11702 32
11702 8214 64
8214 9713 32
9713 9712 32
9712 10624 32
10624 3463 32
3463 9892 209
9892 5629 32
5629 404 64
404 10393 32
10393 9917 32
9917 7418 48
7418 11828 48
11828 3940 192
3940 9394 128
9394 632 32
632 957 64
957 2510 192
2510 3170 224
3170 5780 96
5780 7788 96
7788 10112 28
10112 9495 508
9495 127 42
127 11183 32
11183 3881 32
3881 5464 32
5464 3275 157
3275 5263 68
5263 9867 64
9867 10994 32
10994 4527 32
4527 10273 32
10273 7888 32
7888 1096 32
1096 3244 32
3244 6398 64
6398 1156 64
1156 234 32
234 5715 32
5715 6788 32
6788 8951 32
8951 6665 32
6665 3581 64
3581 8807 64
8807 406 64
406 2167 32
2167 8225 32
8225 2400 64
2400 6380 64
6380 4187 32
4187 5579 32
5579 9326 32
9326 7152 32
7152 2870 32
2870 8863 32
8863 2873 64
2873 11578 139
11578 614 246
614 3416 107
3416 4485 96
4485 11813 111
11813 8677 192
8677 9878 32
9878 3599 32
3599 10002 192
10002 8724 64
8724 5524 32
5524 10506 32
10506 4191 32
4191 2286 32
2286 494 111
494 10083 32
10083 9678 32
9678 7919 32
7919 9006 198
9006 7486 111
7486 6588 146
6588 2560 96
2560 8222 32
8222 10133 115
10133 9493 110
9493 9081 128
9081 8189 110
8189 6304 110
6304 1990 128
1990 1206 64
1206 2652 32
2652 11054 64
11054 4506 64
4506 2051 32
2051 10963 32
10963 5758 32
5758 10773 32
10773 1414 32
1414 7191 128
7191 1468 128
1468 593 32
593 6771 32
6771 7269 64
7269 10698 64
10698 4757 32
4757 222 32
222 173 32
173 1593 32
1593 4625 192
4625 2892 32
2892 51 32
51 6191 32
6191 8063 128
8063 9426 128
9426 8229 32
8229 4911 27
4911 3666 77
3666 9851 165
9851 4036 42
4036 3355 64
3355 4214 32
4214 8281 32
8281 902 32
902 8064 32
8064 1598 32
1598 1847 32
1847 9534 64
9534 1001 64
1001 7749 32
7749 249 32
249 3394 32
3394 3622 32
3622 3326 32
3326 6309 64
6309 9808 64
9808 8769 64
8769 4468 32
4468 1434 32
1434 3404 78
3404 9322 52
9322 10905 47
10905 8675 32
8675 364 32
364 10183 44
10183 5687 155
5687 3231 106
3231 9596 44
9596 2935 36
2935 8297 64
8297 2601 64
2601 4577 108
4577 8329 44
8329 11460 133
11460 6372 136
6372 7385 44
7385 9108 48
9108 6557 49
6557 9178 43
9178 5166 32
5166 10013 111
10013 10755 75
10755 849 110
849 1961 192
1961 454 110
454 8323 110
8323 1304 96
1304 2385 96
2385 4890 32
4890 7500 115
7500 1108 64
1108 3715 64
3715 8666 127
8666 3454 32
3454 7209 32
7209 8799 64
8799 7151 64
7151 4654 64
4654 5222 64
5222 3465 110
3465 2209 64
2209 5308 64
5308 5179 224
5179 8087 64
8087 7903 64
7903 7904 64
7904 7174 64
7174 7304 64
7304 1594 116
1594 1624 112
1624 3283 48
3283 2877 32
2877 1910 60
1910 10883 50
10883 974 32
974 9256 32
9256 8390 177
8390 1948 110
1948 7598 96
7598 4903 110
4903 3190 32
3190 4094 165
4094 1560 88
1560 5044 75
5044 4141 80
4141 4932 48
4932 5325 48
5325 9094 64
9094 2855 96
2855 10829 96
10829 3396 146
3396 6882 160
6882 3444 59
3444 921 25
921 2915 110
2915 2282 92
2282 7867 25
7867 5452 87
5452 11046 44
11046 7611 96
7611 3038 32
3038 473 32
473 9913 64
9913 7679 57
7679 1413 59
1413 4479 28
4479 1200 44
1200 11384 59
11384 9721 32
9721 9606 32
9606 93 32
93 2080 32
2080 3900 32
3900 5547 59
5547 3843 49
3843 5550 43
5550 8679 48
8679 8312 80
8312 1570 44
1570 4142 48
4142 9324 59
9324 1868 32
1868 6393 32
6393 2346 32
2346 6078 32
6078 1746 32
1746 3012 32
3012 5932 32
5932 8780 32
8780 4405 32
4405 6272 64
6272 10330 128
10330 6794 32
6794 242 32
242 10344 32
10344 7413 32
7413 8621 32
8621 11643 64
11643 1054 32
1054 6087 32
6087 9216 64
9216 9336 32
9336 7685 32
7685 1779 32
1779 7433 64
7433 7700 32
7700 6589 32
6589 9358 32
9358 11254 32
11254 3971 32
3971 2267 32
2267 1622 128
1622 354 32
354 10831 32
10831 3827 32
3827 11072 32
11072 9529 64
9529 465 32
465 3932 32
3932 1199 32
1199 1751 64
1751 800 64
800 10594 32
10594 824 84
824 11733 32
11733 1369 32
1369 520 32
520 6676 32
6676 7626 44
7626 2785 123
2785 82 96
82 2334 110
2334 3153 92
3153 5594 80
5594 8601 48
8601 8338 80
8338 2379 75
2379 3226 66
3226 6328 44
6328 6568 44
6568 4882 48
4882 10054 32
10054 5065 32
5065 7179 80
7179 9352 80
9352 6004 96
6004 2506 128
2506 192 160
192 7756 128
7756 2384 80
2384 4500 80
4500 3927 64
3927 6456 64
6456 1941 112
1941 11038 144
11038 9310 64
9310 8808 32
8808 2965 176
2965 8320 192
8320 3473 48
3473 1663 136
1663 11247 115
11247 10188 192
10188 4530 239
4530 2211 112
2211 11788 220
11788 2700 144
2700 3845 96
3845 9951 96
9951 10427 64
10427 8145 48
8145 3701 48
3701 1969 80
1969 3823 96
3823 3232 48
3232 5643 27
5643 89 17
89 99 70
99 11532 17
11532 8761 141
8761 810 112
810 2489 110
2489 8515 112
8515 2525 192
2525 10550 32
10550 10552 48
10552 5496 130
5496 538 88
538 8182 88
8182 4335 140
4335 10143 32
10143 8633 32
8633 2254 32
2254 1029 32
1029 9530 88
9530 985 64
985 8434 157
8434 8832 43
8832 11198 122
11198 10540 76
10540 8356 32
8356 8948 80
8948 2610 96
2610 1553 112
1553 10910 96
10910 328 32
328 1344 96
1344 2793 128
2793 686 128
686 4462 96
4462 3517 64
3517 11549 64
11549 4348 32
4348 4907 128
4907 11035 128
11035 6264 32
6264 5384 32
5384 5411 64
5411 10444 64
10444 10792 32
10792 4010 32
4010 10104 32
10104 2743 32
2743 9172 192
9172 1310 32
1310 5659 32
5659 6841 32
6841 2906 128
2906 7077 128
7077 10462 112
10462 1098 136
1098 9677 77
9677 9628 294
9628 5708 32
5708 3334 32
3334 10445 32
10445 11565 32
11565 2422 32
2422 4344 32
4344 153 32
153 2140 32
2140 10581 32
10581 11339 32
11339 9441 32
9441 8279 64
8279 10350 177
10350 2099 32
2099 9850 32
9850 1682 64
1682 562 32
562 8984 32
8984 11335 32
11335 6844 32
6844 10970 32
10970 1525 32
1525 291 68
291 10385 32
10385 9673 167
9673 11224 32
11224 1261 32
1261 199 32
199 9813 32
9813 10708 32
10708 6389 32
6389 5519 64
5519 7338 262
7338 5323 32
5323 8372 32
8372 4990 96
4990 9520 64
9520 3044 32
3044 1528 64
1528 4331 32
4331 9899 32
9899 7310 32
7310 8251 68
8251 6116 1353
6116 8023 111
8023 10733 91
10733 11845 80
11845 5954 60
5954 2831 125
2831 11455 64
11455 7220 32
7220 11314 32
11314 6237 48
6237 7782 48
7782 10582 128
10582 403 64
403 7940 64
7940 1246 111
1246 3293 107
3293 10642 110
10642 11117 84
11117 4801 262
4801 1917 110
1917 3617 116
3617 6883 112
6883 911 110
911 2544 25
2544 5912 124
5912 130 123
130 4305 41
4305 5564 111
5564 9764 110
9764 3017 71
3017 580 122
580 10501 127
10501 7169 43
7169 6804 25
6804 1579 44
1579 1384 64
1384 808 110
808 994 136
994 7537 43
7537 6108 41
6108 6478 60
6478 2246 43
2246 7532 143
7532 11768 96
11768 1901 75
1901 2276 308
2276 7472 88
7472 10033 32
10033 3956 32
3956 1102 68
1102 4415 34
4415 5826 125
5826 6531 54
6531 346 137
346 5275 128
5275 8406 32
8406 1614 128
1614 6856 88
6856 1237 68
1237 3847 32
3847 3459 172
3459 2306 32
2306 1888 68
1888 6644 109
6644 272 36
272 1742 68
1742 3264 50
3264 10056 75
10056 6085 91
6085 1885 82
1885 7343 75
7343 418 76
418 11286 17
11286 2516 36
2516 7971 68
7971 5653 216
5653 5201 154
5201 11385 125
11385 4846 17
4846 8869 111
8869 256 132
256 2165 125
2165 7016 65
7016 2433 53
2433 5581 17
5581 2087 62
2087 2894 42
2894 10529 32
10529 920 32
920 4597 43
4597 1700 125
1700 9103 64
9103 4529 48
4529 9338 160
9338 1115 17
1115 5191 32
5191 1696 68
1696 6093 72
6093 4241 60
4241 11539 64
11539 6186 123
6186 11155 9
11155 8778 169
8778 7373 45
7373 8334 17
8334 1197 37
1197 7533 70
7533 3519 110
3519 7274 64
7274 1345 60
1345 7669 28
7669 6593 130
6593 9687 98
9687 9445 202
9445 671 32
671 5930 32
5930 4137 32
4137 7594 32
7594 6761 64
6761 1216 68
1216 4061 34
4061 10174 72
10174 7426 27
7426 2745 28
2745 10969 73
10969 11327 56
11327 9557 75
9557 1657 53
1657 7090 17
7090 5943 108
5943 6974 36
6974 718 80
718 11371 103
11371 4481 125
4481 2922 48
2922 7145 97
7145 3370 81
3370 7227 41
7227 4901 55
4901 2755 43
2755 7045 32
7045 6330 68
6330 1338 72
1338 6480 37
6480 2777 32
2777 10667 32
10667 5993 68
5993 9884 72
9884 11483 112
11483 4923 28
4923 2918 32
2918 3277 138
3277 9770 32
9770 8646 68
8646 10657 64
10657 5817 32
5817 4160 32
4160 4258 32
4258 2342 32
2342 244 32
244 218 32
218 943 64
943 1769 68
1769 9905 94
9905 9171 27
9171 10334 32
10334 10404 110
10404 5069 164
5069 2598 111
2598 1989 110
1989 8252 64
8252 3233 64
3233 11830 32
11830 8968 32
8968 8455 127
8455 305 64
305 3072 198
3072 2358 165
2358 3021 17
3021 9425 36
9425 1373 68
1373 9586 32
9586 6933 68
6933 525 32
525 3841 32
3841 3342 32
3342 6233 32
6233 2706 32
2706 9920 32
9920 5588 32
5588 748 57
748 7869 55
7869 6583 39
6583 11801 32
11801 893 36
893 669 17
669 1342 59
1342 3008 80
3008 4685 80
4685 9150 80
9150 1931 80
1931 10292 32
10292 1881 32
1881 10003 32
10003 7495 32
7495 3709 32
3709 7054 32
7054 5059 60
5059 11688 71
11688 7883 81
7883 6161 68
6161 5126 32
5126 1535 64
1535 11651 64
11651 6550 64
6550 11 32
11 5462 96
5462 2460 32
2460 5273 17
5273 1163 55
1163 3034 72
3034 10118 64
10118 10333 42
10333 8358 60
8358 10795 110
10795 575 123
575 5329 64
5329 5587 83
5587 1067 64
1067 2760 96
2760 9032 80
9032 549 91
549 8897 76
8897 3018 55
3018 4143 110
4143 5364 32
5364 4342 32
4342 5853 32
5853 697 32
697 10635 32
10635 5419 32
5419 6508 96
6508 6770 32
6770 6559 44
6559 7197 104
7197 4900 111
4900 4562 27
4562 8814 32
8814 4880 81
4880 5722 92
5722 8266 181
8266 11456 54
11456 1465 71
1465 7862 91
7862 360 194
360 784 32
784 3875 48
3875 10297 112
10297 3224 32
3224 91 32
91 5203 32
5203 10036 32
10036 1587 32
1587 3946 75
3946 11602 27
11602 8422 59
8422 4563 32
4563 6120 59
6120 10926 40
10926 10810 98
10810 516 83
516 2240 192
2240 5970 250
5970 2639 250
2639 7368 110
7368 488 188
488 4418 68
4418 2757 111
2757 3540 48
3540 481 32
481 9546 32
9546 11567 108
11567 9387 26
9387 8354 142
8354 5965 64
5965 10832 99
10832 2539 34
2539 2729 71
2729 11036 17
11036 5569 42
5569 3771 64
3771 134 64
134 11819 50
11819 11218 55
11218 547 66
547 2988 32
2988 6486 68
6486 8591 105
8591 10987 43
10987 8993 48
8993 10109 84
10109 2882 64
2882 3836 32
3836 2106 32
2106 5956 64
5956 11232 64
11232 10901 64
10901 7857 96
7857 11717 32
11717 11764 32
11764 3518 64
3518 1061 64
1061 4393 64
4393 2086 32
2086 482 32
482 6946 110
6946 8756 64
8756 8285 110
8285 8155 64
8155 1101 110
1101 6705 64
6705 6520 128
6520 3093 64
3093 8438 64
8438 1960 155
1960 4267 127
4267 6119 91
6119 9941 64
9941 10853 64
10853 1227 64
1227 10451 64
10451 11437 64
11437 11028 64
11028 11193 64
11193 1367 84
1367 1537 64
1537 10925 64
10925 8091 64
8091 3790 91
3790 5624 509
